creation_date,id,event_name,close_time,identity_id,metadata
2015-02-21T18:28:32.655Z,97748600000000000,open,"""2015-02-21T18:30:26.496Z""",97748100000000000,"{""ip"":""73.163.24.234"",""referred"":false}"
2015-02-21T18:28:32.520Z,97748600000000000,install,"""2015-02-21T18:28:30.061Z""",97748600000000000,"{""ip"":""69.243.51.229"",""referred"":false}"
2015-02-21T18:28:28.771Z,97748600000000000,open,null,97748100000000000,"{""ip"":""73.163.24.234"",""referred"":false}"
2015-02-21T18:28:19.932Z,97748600000000000,open,null,97748100000000000,"{""ip"":""73.163.24.234"",""referred"":false}"
2015-02-21T18:26:59.758Z,97748200000000000,install,null,97748100000000000,"{""ip"":""73.163.24.234"",""referred"":false}"
2015-02-21T17:50:50.303Z,97739100000000000,open,"""2015-02-21T18:26:02.764Z""",97739100000000000,"{""ip"":""70.192.193.15"",""referred"":false}"
2015-02-21T17:50:41.019Z,97739100000000000,install,"""2015-02-21T17:50:41.487Z""",97739100000000000,"{""ip"":""70.192.193.15"",""referred"":false}"
2015-02-21T17:42:54.310Z,97737100000000000,open,"""2015-02-21T17:43:06.226Z""",null,"{""ip"":""70.215.66.226"",""referred"":false}"
2015-02-21T17:33:37.935Z,97734800000000000,open,"""2015-02-21T17:33:38.058Z""",97722400000000000,"{""ip"":""73.173.216.196"",""referred"":false}"
2015-02-21T17:23:08.521Z,97732200000000000,open,"""2015-02-21T17:23:16.549Z""",74240600000000000,"{""ip"":""70.197.2.175"",""referred"":false}"
2015-02-21T17:17:31.879Z,97730700000000000,open,null,97720100000000000,"{""ip"":""70.88.237.5"",""referred"":false}"
2015-02-21T17:17:27.311Z,97730700000000000,referred session,"""2015-02-21T17:17:27.744Z""",97720100000000000,"{""ip"":""70.88.237.5""}"
2015-02-21T17:17:27.310Z,97730700000000000,install,"""2015-02-21T17:17:27.744Z""",97720100000000000,"{""ip"":""70.88.237.5"",""referred"":true}"
2015-02-21T17:09:43.435Z,97728800000000000,referred session,"""2015-02-21T17:11:04.122Z""",97727700000000000,"{""ip"":""108.48.191.44""}"
2015-02-21T17:09:43.435Z,97728800000000000,install,"""2015-02-21T17:11:04.122Z""",97727700000000000,"{""ip"":""108.48.191.44"",""referred"":true}"
2015-02-21T17:07:25.216Z,97728200000000000,open,"""2015-02-21T17:07:26.445Z""",97722400000000000,"{""ip"":""73.173.216.196"",""referred"":false}"
2015-02-21T16:59:23.813Z,97726200000000000,open,"""2015-02-21T17:03:24.624Z""",89715600000000000,"{""ip"":""166.171.57.169"",""referred"":false}"
2015-02-21T16:51:03.997Z,97724100000000000,open,"""2015-02-21T16:51:28.026Z""",97479400000000000,"{""ip"":""70.192.214.97"",""referred"":false}"
2015-02-21T16:47:18.258Z,97723100000000000,open,"""2015-02-21T16:47:37.029Z""",97722400000000000,"{""ip"":""73.173.216.196"",""referred"":false}"
2015-02-21T16:44:20.735Z,97722400000000000,open,"""2015-02-21T16:47:02.108Z""",97722400000000000,"{""ip"":""73.173.216.196"",""referred"":false}"
2015-02-21T16:44:12.052Z,97722400000000000,install,"""2015-02-21T16:44:12.512Z""",97722400000000000,"{""ip"":""73.173.216.196"",""referred"":false}"
2015-02-21T16:30:48.765Z,97719000000000000,open,"""2015-02-21T16:31:54.819Z""",97717900000000000,"{""ip"":""166.171.56.176"",""referred"":false}"
2015-02-21T16:30:45.037Z,97719000000000000,referred session,"""2015-02-21T16:30:45.246Z""",97717900000000000,"{""ip"":""166.171.56.176""}"
2015-02-21T16:30:45.036Z,97719000000000000,install,"""2015-02-21T16:30:45.246Z""",97717900000000000,"{""ip"":""166.171.56.176"",""referred"":true}"
2015-02-21T16:09:38.083Z,97713700000000000,open,"""2015-02-21T16:10:18.461Z""",97437700000000000,"{""ip"":""69.251.24.162"",""referred"":false}"
2015-02-21T16:07:50.583Z,97713200000000000,open,"""2015-02-21T16:07:58.671Z""",97098300000000000,"{""ip"":""174.75.74.18"",""referred"":false}"
2015-02-21T16:02:33.705Z,97711900000000000,open,"""2015-02-21T16:04:02.284Z""",97437700000000000,"{""ip"":""69.251.24.162"",""referred"":false}"
2015-02-21T16:00:35.566Z,97711400000000000,install,"""2015-02-21T16:01:16.867Z""",97711400000000000,"{""ip"":""70.199.129.52"",""referred"":false}"
2015-02-21T15:55:44.727Z,97710200000000000,open,null,95237100000000000,"{""ip"":""166.170.30.82"",""referred"":false}"
2015-02-21T15:55:43.967Z,97710200000000000,open,"""2015-02-21T15:56:37.914Z""",95237100000000000,"{""ip"":""166.170.30.82"",""referred"":false}"
2015-02-21T15:55:39.259Z,97710100000000000,open,null,95237100000000000,"{""ip"":""166.170.30.82"",""referred"":false}"
2015-02-21T15:55:27.809Z,97710100000000000,open,null,95237100000000000,"{""ip"":""166.170.30.82"",""referred"":false}"
2015-02-21T15:43:18.613Z,97707000000000000,open,"""2015-02-21T15:45:40.762Z""",97331100000000000,"{""ip"":""166.170.30.17"",""referred"":false}"
2015-02-21T15:41:20.693Z,97706500000000000,open,"""2015-02-21T15:43:18.247Z""",97331100000000000,"{""ip"":""166.170.30.17"",""referred"":false}"
2015-02-21T15:30:58.919Z,97703900000000000,open,"""2015-02-21T15:31:06.769Z""",97703900000000000,"{""ip"":""73.132.214.151"",""referred"":false}"
2015-02-21T15:30:56.386Z,97703900000000000,install,"""2015-02-21T15:30:58.248Z""",97703900000000000,"{""ip"":""73.132.214.151"",""referred"":false}"
2015-02-21T15:26:07.662Z,97702700000000000,open,"""2015-02-21T15:26:24.526Z""",92295000000000000,"{""ip"":""108.48.166.87"",""referred"":false}"
2015-02-21T15:08:25.571Z,97698300000000000,open,"""2015-02-21T15:08:28.682Z""",97481700000000000,"{""ip"":""69.251.25.209"",""referred"":false}"
2015-02-21T14:59:36.520Z,97696000000000000,install,null,97696000000000000,"{""ip"":""70.208.140.164"",""referred"":false}"
2015-02-21T14:27:47.986Z,97688000000000000,open,"""2015-02-21T14:27:48.733Z""",97657300000000000,"{""ip"":""166.170.29.102"",""referred"":false}"
2015-02-21T14:16:48.172Z,97685300000000000,open,null,94821300000000000,"{""ip"":""24.1.59.185"",""referred"":false}"
2015-02-21T12:47:19.601Z,97662700000000000,install,"""2015-02-21T12:48:07.349Z""",97662700000000000,"{""ip"":""66.87.80.30"",""referred"":false}"
2015-02-21T12:25:36.579Z,97657300000000000,open,null,97657300000000000,"{""ip"":""173.66.183.104"",""referred"":false}"
2015-02-21T12:25:32.620Z,97657300000000000,install,"""2015-02-21T12:25:33.279Z""",97657300000000000,"{""ip"":""173.66.183.104"",""referred"":false}"
2015-02-21T12:23:09.174Z,97656700000000000,referred session,"""2015-02-21T12:24:10.443Z""",97656100000000000,"{""ip"":""70.192.212.34""}"
2015-02-21T12:23:09.173Z,97656700000000000,install,"""2015-02-21T12:24:10.443Z""",97656100000000000,"{""ip"":""70.192.212.34"",""referred"":true}"
2015-02-21T08:08:26.396Z,97592600000000000,open,"""2015-02-21T08:09:26.336Z""",88871100000000000,"{""ip"":""70.192.202.35"",""referred"":false}"
2015-02-21T07:52:13.356Z,97588500000000000,open,"""2015-02-21T07:52:20.258Z""",91116500000000000,"{""ip"":""108.56.147.37"",""referred"":false}"
2015-02-21T07:46:59.130Z,97587200000000000,open,"""2015-02-21T07:48:53.341Z""",97586700000000000,"{""ip"":""166.170.35.117"",""referred"":false}"
2015-02-21T07:45:23.304Z,97586800000000000,open,null,97586700000000000,"{""ip"":""71.246.201.243"",""referred"":false}"
2015-02-21T07:45:06.995Z,97586700000000000,install,"""2015-02-21T07:45:07.798Z""",97586700000000000,"{""ip"":""71.246.201.243"",""referred"":false}"
2015-02-21T07:11:01.940Z,97578100000000000,open,"""2015-02-21T07:11:44.513Z""",97033300000000000,"{""ip"":""166.171.249.192"",""referred"":false}"
2015-02-21T06:58:25.164Z,97574900000000000,open,"""2015-02-21T06:58:26.667Z""",95959800000000000,"{""ip"":""216.52.207.103"",""referred"":false}"
2015-02-21T06:58:23.529Z,97574900000000000,open,"""2015-02-21T06:58:23.833Z""",95959800000000000,"{""ip"":""216.52.207.103"",""referred"":false}"
2015-02-21T06:47:44.452Z,97572300000000000,open,"""2015-02-21T06:48:03.558Z""",97572200000000000,"{""ip"":""50.190.219.34"",""referred"":false}"
2015-02-21T06:47:33.467Z,97572200000000000,install,"""2015-02-21T06:47:33.730Z""",97572200000000000,"{""ip"":""50.190.219.34"",""referred"":false}"
2015-02-21T06:46:50.502Z,97572000000000000,open,"""2015-02-21T06:53:02.451Z""",97569500000000000,"{""ip"":""73.128.4.200"",""referred"":false}"
2015-02-21T06:45:24.921Z,97571700000000000,open,"""2015-02-21T06:45:25.658Z""",97569500000000000,"{""ip"":""73.128.4.200"",""referred"":false}"
2015-02-21T06:43:13.801Z,97571100000000000,open,"""2015-02-21T06:45:21.703Z""",97569500000000000,"{""ip"":""73.128.4.200"",""referred"":false}"
2015-02-21T06:41:04.708Z,97570600000000000,install,null,97570600000000000,"{""ip"":""173.79.171.114"",""referred"":false}"
2015-02-21T06:36:40.736Z,97569500000000000,install,"""2015-02-21T06:43:11.109Z""",97569500000000000,"{""ip"":""73.128.4.200"",""referred"":false}"
2015-02-21T06:04:42.799Z,97561400000000000,install,null,97561400000000000,"{""ip"":""174.25.46.101"",""referred"":false}"
2015-02-21T05:38:15.304Z,97554800000000000,install,"""2015-02-21T05:39:01.939Z""",97554800000000000,"{""ip"":""50.153.190.255"",""referred"":false}"
2015-02-21T05:36:56.488Z,97554400000000000,open,null,97554400000000000,"{""ip"":""76.21.182.226"",""referred"":false}"
2015-02-21T05:36:54.862Z,97554400000000000,install,null,97554400000000000,"{""ip"":""76.21.182.226"",""referred"":false}"
2015-02-21T05:36:17.193Z,97554300000000000,open,"""2015-02-21T05:36:36.931Z""",97554300000000000,"{""ip"":""99.5.241.10"",""referred"":false}"
2015-02-21T05:36:13.075Z,97554300000000000,install,"""2015-02-21T05:36:13.772Z""",97554300000000000,"{""ip"":""99.5.241.10"",""referred"":false}"
2015-02-21T05:29:16.404Z,97552500000000000,open,"""2015-02-21T05:29:33.843Z""",95692700000000000,"{""ip"":""108.253.83.5"",""referred"":false}"
2015-02-21T05:28:55.610Z,97552400000000000,open,"""2015-02-21T05:29:04.194Z""",95692700000000000,"{""ip"":""108.253.83.5"",""referred"":false}"
2015-02-21T05:06:16.288Z,97546700000000000,open,"""2015-02-21T05:06:40.423Z""",97331100000000000,"{""ip"":""166.170.30.17"",""referred"":false}"
2015-02-21T05:03:18.676Z,97546000000000000,open,"""2015-02-21T05:04:49.679Z""",97500100000000000,"{""ip"":""70.192.208.249"",""referred"":false}"
2015-02-21T04:50:07.926Z,97542700000000000,open,"""2015-02-21T04:50:19.220Z""",97541900000000000,"{""ip"":""198.7.62.193"",""referred"":false}"
2015-02-21T04:49:49.713Z,97542600000000000,open,"""2015-02-21T04:50:05.650Z""",97542500000000000,"{""ip"":""108.28.13.158"",""referred"":false}"
2015-02-21T04:49:46.190Z,97542600000000000,referred session,"""2015-02-21T04:50:06.587Z""",97541900000000000,"{""ip"":""198.7.62.193""}"
2015-02-21T04:49:46.190Z,97542600000000000,install,"""2015-02-21T04:50:06.587Z""",97541900000000000,"{""ip"":""198.7.62.193"",""referred"":true}"
2015-02-21T04:49:41.184Z,97542500000000000,install,"""2015-02-21T04:49:42.910Z""",97542500000000000,"{""ip"":""108.28.13.158"",""referred"":false}"
2015-02-21T04:46:49.770Z,97541800000000000,install,"""2015-02-21T04:48:51.178Z""",97541800000000000,"{""ip"":""66.87.82.72"",""referred"":false}"
2015-02-21T04:46:04.379Z,97541600000000000,install,null,97541600000000000,"{""ip"":""69.138.24.252"",""referred"":false}"
2015-02-21T04:39:26.554Z,97540000000000000,open,"""2015-02-21T04:39:40.653Z""",97539900000000000,"{""ip"":""173.23.62.30"",""referred"":false}"
2015-02-21T04:39:20.112Z,97539900000000000,install,"""2015-02-21T04:39:20.552Z""",97539900000000000,"{""ip"":""173.23.62.30"",""referred"":false}"
2015-02-21T04:30:45.266Z,97537800000000000,install,"""2015-02-21T04:37:25.255Z""",97537800000000000,"{""ip"":""206.192.195.192"",""referred"":false}"
2015-02-21T04:26:55.929Z,97536800000000000,open,"""2015-02-21T04:27:07.906Z""",97034000000000000,"{""ip"":""166.170.35.15"",""referred"":false}"
2015-02-21T04:24:57.593Z,97536300000000000,open,"""2015-02-21T04:24:57.911Z""",94133100000000000,"{""ip"":""70.208.140.48"",""referred"":false}"
2015-02-21T04:22:53.564Z,97535800000000000,open,"""2015-02-21T04:23:09.724Z""",94475700000000000,"{""ip"":""70.199.144.98"",""referred"":false}"
2015-02-21T04:03:28.134Z,97530900000000000,open,"""2015-02-21T04:03:30.986Z""",97530800000000000,"{""ip"":""166.170.28.94"",""referred"":false}"
2015-02-21T04:02:54.042Z,97530800000000000,install,"""2015-02-21T04:03:20.896Z""",97530800000000000,"{""ip"":""166.170.28.94"",""referred"":false}"
2015-02-21T04:00:56.097Z,97530300000000000,open,null,97529700000000000,"{""ip"":""108.18.23.167"",""referred"":false}"
2015-02-21T04:00:53.211Z,97530300000000000,referred session,"""2015-02-21T04:00:53.993Z""",97529700000000000,"{""ip"":""108.18.23.167""}"
2015-02-21T04:00:53.211Z,97530300000000000,install,"""2015-02-21T04:00:53.993Z""",97529700000000000,"{""ip"":""108.18.23.167"",""referred"":true}"
2015-02-21T03:57:53.825Z,97529500000000000,open,null,null,"{""ip"":""66.195.118.21"",""referred"":false}"
2015-02-21T03:57:50.610Z,97529500000000000,open,"""2015-02-21T03:58:17.715Z""",93326000000000000,"{""ip"":""172.56.2.88"",""referred"":false}"
2015-02-21T03:52:30.183Z,97528200000000000,open,"""2015-02-21T03:52:30.501Z""",88682500000000000,"{""ip"":""76.1.131.209"",""referred"":false}"
2015-02-21T03:47:00.663Z,97526800000000000,open,"""2015-02-21T03:48:20.553Z""",97525300000000000,"{""ip"":""173.66.242.204"",""referred"":false}"
2015-02-21T03:46:57.872Z,97526800000000000,open,"""2015-02-21T03:46:58.526Z""",97525300000000000,"{""ip"":""173.66.242.204"",""referred"":false}"
2015-02-21T03:42:54.922Z,97525700000000000,referred session,"""2015-02-21T03:44:00.968Z""",97525300000000000,"{""ip"":""173.66.242.204""}"
2015-02-21T03:42:54.922Z,97525700000000000,install,"""2015-02-21T03:44:00.968Z""",97525300000000000,"{""ip"":""173.66.242.204"",""referred"":true}"
2015-02-21T03:32:53.057Z,97523200000000000,open,null,97522900000000000,"{""ip"":""71.179.83.119"",""referred"":false}"
2015-02-21T03:32:50.113Z,97523200000000000,referred session,"""2015-02-21T03:32:50.687Z""",97522900000000000,"{""ip"":""71.179.83.119""}"
2015-02-21T03:32:50.113Z,97523200000000000,install,"""2015-02-21T03:32:50.687Z""",97522900000000000,"{""ip"":""71.179.83.119"",""referred"":true}"
2015-02-21T03:29:44.513Z,97522400000000000,open,"""2015-02-21T03:31:27.993Z""",97515800000000000,"{""ip"":""71.191.83.27"",""referred"":false}"
2015-02-21T03:14:28.205Z,97518600000000000,open,null,97484800000000000,"{""ip"":""66.87.82.10"",""referred"":false}"
2015-02-21T03:09:37.820Z,97517400000000000,open,"""2015-02-21T03:09:41.164Z""",95941600000000000,"{""ip"":""73.216.121.80"",""referred"":false}"
2015-02-21T03:07:28.073Z,97516800000000000,open,"""2015-02-21T03:09:37.644Z""",95941600000000000,"{""ip"":""73.216.121.80"",""referred"":false}"
2015-02-21T03:05:04.716Z,97516200000000000,open,"""2015-02-21T03:06:11.646Z""",96200000000000000,"{""ip"":""70.208.158.103"",""referred"":false}"
2015-02-21T03:04:36.217Z,97516100000000000,open,"""2015-02-21T03:05:04.334Z""",96200000000000000,"{""ip"":""70.208.158.103"",""referred"":false}"
2015-02-21T03:03:23.019Z,97515800000000000,install,"""2015-02-21T03:04:15.862Z""",97515800000000000,"{""ip"":""71.191.83.27"",""referred"":false}"
2015-02-21T03:00:19.327Z,97515000000000000,open,null,97515000000000000,"{""ip"":""76.175.74.78"",""referred"":false}"
2015-02-21T03:00:15.038Z,97515000000000000,open,"""2015-02-21T03:00:17.976Z""",97515000000000000,"{""ip"":""76.175.74.78"",""referred"":false}"
2015-02-21T03:00:12.174Z,97515000000000000,install,"""2015-02-21T03:00:13.111Z""",97515000000000000,"{""ip"":""76.175.74.78"",""referred"":false}"
2015-02-21T02:35:56.000Z,97508900000000000,open,"""2015-02-21T02:35:57.448Z""",93800000000000000,"{""ip"":""166.170.35.96"",""referred"":false}"
2015-02-21T02:32:57.883Z,97508100000000000,open,"""2015-02-21T02:33:10.574Z""",93800000000000000,"{""ip"":""166.170.35.96"",""referred"":false}"
2015-02-21T02:30:43.330Z,97507600000000000,install,"""2015-02-21T02:32:10.520Z""",97507600000000000,"{""ip"":""70.192.202.94"",""referred"":false}"
2015-02-21T02:29:41.576Z,97507300000000000,open,"""2015-02-21T02:32:00.256Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:28:27.758Z,97507000000000000,open,"""2015-02-21T02:28:34.215Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:26:24.913Z,97506500000000000,open,"""2015-02-21T02:28:22.674Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:25:09.814Z,97506200000000000,open,"""2015-02-21T02:25:18.039Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:24:59.996Z,97506100000000000,open,"""2015-02-21T02:25:01.005Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:24:09.838Z,97505900000000000,open,"""2015-02-21T02:24:59.811Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:21:38.836Z,97505300000000000,open,"""2015-02-21T02:24:08.721Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:18:59.993Z,97504600000000000,open,"""2015-02-21T02:19:15.099Z""",97501300000000000,"{""ip"":""66.87.83.4"",""referred"":false}"
2015-02-21T02:18:28.298Z,97504500000000000,referred session,"""2015-02-21T02:18:55.397Z""",97501300000000000,"{""ip"":""66.87.83.4""}"
2015-02-21T02:18:28.298Z,97504500000000000,install,"""2015-02-21T02:18:55.397Z""",97501300000000000,"{""ip"":""66.87.83.4"",""referred"":true}"
2015-02-21T02:17:01.924Z,97504100000000000,open,"""2015-02-21T02:21:38.671Z""",87272600000000000,"{""ip"":""166.170.29.246"",""referred"":false}"
2015-02-21T02:15:59.669Z,97503900000000000,open,"""2015-02-21T02:16:12.936Z""",97503700000000000,"{""ip"":""172.56.2.206"",""referred"":false}"
2015-02-21T02:15:23.934Z,97503700000000000,install,"""2015-02-21T02:15:49.659Z""",97503700000000000,"{""ip"":""172.56.2.206"",""referred"":false}"
2015-02-21T02:08:40.673Z,97502000000000000,open,"""2015-02-21T02:09:02.629Z""",97500100000000000,"{""ip"":""70.192.208.249"",""referred"":false}"
2015-02-21T02:08:12.448Z,97501900000000000,referred session,"""2015-02-21T02:08:12.763Z""",97500100000000000,"{""ip"":""70.192.208.249""}"
2015-02-21T02:08:12.447Z,97501900000000000,install,"""2015-02-21T02:08:12.763Z""",97500100000000000,"{""ip"":""70.192.208.249"",""referred"":true}"
2015-02-21T02:00:37.017Z,97500000000000000,open,"""2015-02-21T02:00:52.447Z""",95096500000000000,"{""ip"":""96.255.55.183"",""referred"":false}"
2015-02-21T02:00:08.605Z,97499900000000000,open,"""2015-02-21T02:00:35.464Z""",97485000000000000,"{""ip"":""66.87.81.27"",""referred"":false}"
2015-02-21T01:58:09.192Z,97499400000000000,open,"""2015-02-21T01:58:15.723Z""",88799200000000000,"{""ip"":""166.170.31.193"",""referred"":false}"
2015-02-21T01:57:49.839Z,97499300000000000,open,"""2015-02-21T01:57:52.972Z""",97437700000000000,"{""ip"":""69.251.24.162"",""referred"":false}"
2015-02-21T01:53:09.862Z,97498100000000000,open,"""2015-02-21T01:56:15.223Z""",92813300000000000,"{""ip"":""173.79.16.140"",""referred"":false}"
2015-02-21T01:52:52.899Z,97498000000000000,install,"""2015-02-21T01:53:25.173Z""",97498000000000000,"{""ip"":""71.191.213.43"",""referred"":false}"
2015-02-21T01:51:07.573Z,97497600000000000,open,"""2015-02-21T01:53:09.695Z""",92813300000000000,"{""ip"":""173.79.16.140"",""referred"":false}"
2015-02-21T01:43:35.216Z,97495700000000000,install,"""2015-02-21T01:43:48.745Z""",97495700000000000,"{""ip"":""173.79.153.204"",""referred"":false}"
2015-02-21T01:36:38.223Z,97494000000000000,open,"""2015-02-21T01:36:42.663Z""",88871100000000000,"{""ip"":""70.192.202.35"",""referred"":false}"
2015-02-21T01:33:29.166Z,97493200000000000,install,"""2015-02-21T01:33:37.213Z""",97493200000000000,"{""ip"":""96.255.47.40"",""referred"":false}"
2015-02-21T01:32:12.530Z,97492800000000000,open,"""2015-02-21T01:33:00.829Z""",null,"{""ip"":""69.143.31.119"",""referred"":false}"
2015-02-21T01:30:44.242Z,97492500000000000,open,"""2015-02-21T01:33:50.654Z""",97492500000000000,"{""ip"":""172.254.70.80"",""referred"":false}"
2015-02-21T01:30:38.492Z,97492500000000000,install,"""2015-02-21T01:30:38.850Z""",97492500000000000,"{""ip"":""172.254.70.80"",""referred"":false}"
2015-02-21T01:24:11.293Z,97490800000000000,open,"""2015-02-21T01:25:16.233Z""",88405100000000000,"{""ip"":""73.200.113.5"",""referred"":false}"
2015-02-21T01:21:11.688Z,97490100000000000,open,"""2015-02-21T01:23:31.789Z""",88405100000000000,"{""ip"":""73.200.113.5"",""referred"":false}"
2015-02-21T01:17:12.849Z,97489100000000000,open,"""2015-02-21T01:17:19.078Z""",97489000000000000,"{""ip"":""138.202.1.153"",""referred"":false}"
